1595.7,1604.4,1613.1,1621.8,1630.5,1639.1,1647.8,1656.4,1665.1,1673.7,1682.3,1691,1699.6,1708.1,1716.7,1725.3,1733.8,1742.4,1750.9,1759.4,1768,1776.5,1784.9,1793.4,1801.9,1810.3,1818.8,1827.2,1835.6,1844,1852.4,1860.8,1869.2,1877.5,1885.9,1894.2,1902.5,1910.8,1919.1,1927.4,1935.6,1943.9,1952.1,1960.3,1968.5,1976.7,1984.9,1993.1,2001.2,2009.4,2017.5,2025.6,2033.7,2041.8,2049.9,2057.9,2066,2074,2082,2090,2098,2105.9,2113.9,2121.8,2129.7,2137.6,2145.5,2153.4,2161.2,2169.1,2176.9,2184.7,2192.5,2200.3,2208,2215.8,2223.5,2231.2,2238.9,2246.6,2254.2,2261.9,2269.5,2277.1,2284.7,2292.3,2299.8,2307.4,2314.9,2322.4,2329.8,2337.3,2344.8,2352.2,2359.6,2367,2374.3,2381.7,2389,2396.3,Variety
0.2222908,0.2144906,0.2081432,0.2019556,0.1969918,0.1939178,0.1914058,0.1905594,0.190122,0.1908958,0.1940732,0.1991636,0.2053302,0.2116888,0.2184754,0.2221046,0.2259504,0.2310078,0.2386106,0.2466642,0.2533728,0.2581948,0.2591616,0.2578868,0.256013,0.254076,0.2536718,0.2551792,0.2604986,0.27118,0.2924362,0.3312836,0.3988354,0.5079778,0.6553642,0.8189656,0.9477284,1.0177126,1.0466232,1.0564938,1.05323938,1.03899198,1.0200022,0.9961648,0.9684358,0.9369354,0.904515,0.8722362,0.8408416,0.8098998,0.7812684,0.7548272,0.731018,0.7095728,0.690026,0.6712058,0.653012,0.6355904,0.6187066,0.6030576,0.588407,0.573629,0.5595924,0.546484,0.5347966,0.5248296,0.5161284,0.5082438,0.5010924,0.4955648,0.4891722,0.4827866,0.4767718,0.4716076,0.4679604,0.4651774,0.4643706,0.4666764,0.4720594,0.4816456,0.4953278,0.5111922,0.5277232,0.5418408,0.5567998,0.5704716,0.5860118,0.600373,0.6104758,0.6189928,0.629913,0.6413776,0.65435,0.6681344,0.6805554,0.6921332,0.7062358,0.7189926,0.7326016,0.747349,Viura
0.258342,0.2505724,0.2442006,0.2375162,0.232345,0.2289152,0.2261842,0.2252384,0.22455,0.2247636,0.2267264,0.2306692,0.235624,0.2407756,0.2470838,0.2514366,0.2563234,0.2620146,0.270017,0.27892,0.286531,0.2918894,0.2936288,0.2929712,0.2915486,0.2896894,0.2892968,0.2909566,0.2965528,0.3078164,0.3302894,0.3711004,0.441143,0.5518252,0.697283,0.8509906,0.9643734,1.0228116,1.0468534,1.0549246,1.0513478,1.04103776,1.025266,1.0054702,0.98227918,0.9554566,0.926786,0.8989218,0.8705652,0.8428836,0.816417,0.791532,0.7690206,0.748054,0.728878,0.7103446,0.6922838,0.6753602,0.658728,0.6434548,0.628651,0.614024,0.600236,0.5865658,0.5749056,0.5646594,0.5556626,0.5469988,0.5394168,0.5338614,0.5273442,0.5211456,0.515366,0.5102068,0.5066678,0.5032916,0.5025916,0.5044814,0.5098858,0.5193698,0.5306604,0.5445146,0.5600854,0.5717634,0.5853366,0.5974596,0.6122026,0.6258314,0.6388106,0.6480192,0.6593442,0.6711342,0.6848494,0.6978474,0.7109216,0.7226954,0.7363328,0.7505444,0.7641912,0.7783728,Viura
0.2681542,0.261541,0.25604,0.2503852,0.2457142,0.243011,0.2408392,0.2403178,0.2400554,0.2406968,0.2428678,0.247165,0.2524572,0.2579374,0.2642952,0.268266,0.2723018,0.2774072,0.2842542,0.2920782,0.2984584,0.3031402,0.3044354,0.3035468,0.301912,0.3000884,0.2996276,0.301163,0.305986,0.3158086,0.3355784,0.3718784,0.435609,0.539324,0.681406,0.8442484,0.9766444,1.0527846,1.0874234,1.1001974,1.0962426,1.08239818,1.0617572,1.0356704,1.00715278,0.974835,0.9418382,0.9080068,0.875346,0.8455254,0.8165296,0.789855,0.7670852,0.7462504,0.7267836,0.7088722,0.6911778,0.6742996,0.6581872,0.6431618,0.6291442,0.615749,0.6027264,0.590565,0.5802258,0.5705258,0.5629278,0.5540676,0.5475386,0.541635,0.5353992,0.5293834,0.5229046,0.5175704,0.5136536,0.5100126,0.5093476,0.5112666,0.5164344,0.5255032,0.5379724,0.5521994,0.5682486,0.5806296,0.593872,0.6066566,0.6209112,0.635509,0.6452852,0.6542196,0.6645988,0.6763718,0.689414,0.703411,0.716089,0.7266388,0.7398322,0.7524912,0.7688454,0.7871994,Viura
0.3268378,0.320808,0.3151884,0.3093664,0.3046824,0.3019904,0.2997722,0.299311,0.2988548,0.2991684,0.30119,0.3054236,0.3105156,0.3161218,0.3224716,0.3265428,0.3310556,0.3361042,0.343174,0.3508382,0.3574722,0.362045,0.3633044,0.3623538,0.3604196,0.3584672,0.3579332,0.3591342,0.3638422,0.373565,0.393423,0.4295838,0.4934224,0.5962064,0.7353564,0.8905696,1.015407,1.0844442,1.11545618,1.1262798,1.12417218,1.11175062,1.09389078,1.0708424,1.04509302,1.015335,0.9848872,0.9540296,0.9238918,0.8955276,0.8683556,0.8432974,0.8213064,0.8014394,0.7831888,0.7658696,0.749805,0.7338932,0.7181924,0.7043424,0.690939,0.6779588,0.665189,0.6533914,0.6441908,0.6333288,0.624999,0.6166782,0.6087644,0.603176,0.596457,0.5893556,0.5830126,0.5773618,0.5728476,0.5696012,0.5680582,0.5699612,0.5751394,0.5837866,0.596551,0.6096672,0.6253256,0.6378258,0.651078,0.662914,0.676157,0.6904558,0.6998328,0.7085692,0.7182104,0.7295964,0.7426546,0.7559216,0.7671054,0.7772842,0.7916784,0.8022282,0.817246,0.8337464,Viura
0.300085,0.2931622,0.2868426,0.2806318,0.2755328,0.2723256,0.2694542,0.268407,0.2676302,0.26826,0.270853,0.275997,0.2817904,0.2874398,0.2933908,0.2967494,0.3008098,0.305747,0.3132056,0.321132,0.3276002,0.3320808,0.3328434,0.3313508,0.3290546,0.3267842,0.325932,0.326956,0.3314844,0.340966,0.3608174,0.3975166,0.4616122,0.5650098,0.7062666,0.8659036,0.9958182,1.0696906,1.104115,1.1167602,1.11431898,1.100365,1.081472,1.05647522,1.0278286,0.99654602,0.963122,0.9310324,0.9000464,0.8692908,0.841494,0.8155756,0.7933714,0.7734762,0.7550044,0.7375154,0.7207142,0.7042934,0.6885488,0.674263,0.6600658,0.6461408,0.6323074,0.6191186,0.6068934,0.596185,0.5874598,0.5787828,0.5711454,0.5649962,0.558113,0.5514328,0.5447168,0.5393926,0.5351584,0.531966,0.5306486,0.5328084,0.538659,0.5487626,0.5621708,0.5786668,0.595411,0.610099,0.6256966,0.637864,0.652222,0.6667544,0.6768038,0.6853012,0.6945956,0.7055914,0.7179116,0.7296594,0.7399724,0.751861,0.7672894,0.777464,0.7898094,0.8061682,Viura
0.2834168,0.2751758,0.2687406,0.2623618,0.2569668,0.2535452,0.250943,0.249912,0.2492584,0.2495242,0.2518762,0.256495,0.262052,0.2674772,0.2734988,0.2773746,0.2818626,0.2869302,0.2942544,0.3021582,0.3087994,0.313336,0.3144314,0.3131508,0.3108842,0.308635,0.3080824,0.308831,0.3131788,0.3224926,0.3423586,0.3788106,0.4429554,0.5490532,0.6962872,0.8669382,1.01005398,1.0953332,1.13469142,1.150148,1.1476448,1.133907,1.111537,1.08349578,1.0518984,1.01765122,0.9815604,0.9461536,0.9121334,0.8809092,0.850827,0.8238736,0.8003588,0.7795196,0.7607264,0.7430846,0.7263032,0.709822,0.6940664,0.6799334,0.6657196,0.6520944,0.638692,0.6252118,0.6130818,0.6030378,0.593663,0.5844096,0.575603,0.5685912,0.5614212,0.5536424,0.5463322,0.5398756,0.5349198,0.5312418,0.5293744,0.5313436,0.537215,0.547677,0.561621,0.5788098,0.597357,0.6132802,0.6291902,0.6416056,0.6566494,0.6727558,0.6858048,0.6943694,0.7053692,0.7174872,0.7304214,0.7444874,0.7568376,0.7694688,0.7816604,0.7961066,0.8108914,0.8273172,Viura
0.2913124,0.284165,0.278043,0.2717698,0.2666666,0.2636132,0.261454,0.2608054,0.260544,0.2612824,0.2643794,0.2700032,0.276371,0.2831146,0.2900636,0.293544,0.296822,0.302175,0.3096746,0.3177326,0.3240528,0.3287572,0.3293688,0.3275106,0.3251234,0.3228598,0.322074,0.3231304,0.3281466,0.3381874,0.3592182,0.3972904,0.463713,0.57184,0.7179614,0.8803638,1.00788902,1.07818542,1.10967976,1.1212232,1.1186824,1.1085494,1.09201602,1.0700818,1.04405022,1.0154292,0.98445118,0.9526786,0.9226532,0.89339,0.8648428,0.8387114,0.816041,0.7944042,0.7753452,0.7566306,0.7394578,0.7214934,0.704329,0.6895616,0.6746684,0.6605468,0.6471054,0.6340258,0.6229124,0.6129732,0.6041152,0.5960008,0.5881714,0.5816724,0.5749406,0.567828,0.5606274,0.5545024,0.5501396,0.5462152,0.5444882,0.5462074,0.5514352,0.5614284,0.5760108,0.5923624,0.609527,0.6235002,0.6382968,0.6517104,0.6674646,0.6817136,0.691499,0.6993984,0.7107052,0.7217416,0.7346688,0.7472406,0.7575294,0.768595,0.7845966,0.7957148,0.8110198,0.8257876,Viura
0.2911474,0.2841162,0.2784308,0.2723934,0.267686,0.26488,0.2625788,0.2621758,0.2618324,0.2628446,0.2656336,0.27084,0.2770588,0.2836664,0.2907894,0.2943124,0.2979472,0.3027518,0.3103036,0.3181168,0.3244972,0.329147,0.3299046,0.3283262,0.326228,0.323901,0.3232654,0.3246326,0.3297046,0.3399014,0.361125,0.3995272,0.466635,0.5757718,0.7249798,0.8946896,1.03251,1.1119478,1.14860178,1.16245782,1.1596784,1.1459298,1.12562402,1.0996286,1.0707986,1.03770038,1.0033658,0.9696964,0.9356118,0.9040436,0.8738782,0.8457152,0.821039,0.798924,0.7778614,0.7578838,0.738159,0.7195406,0.7012468,0.6847634,0.6696666,0.6546994,0.640415,0.6276568,0.6160584,0.6062484,0.5981512,0.5895026,0.5821338,0.5765236,0.5697996,0.562929,0.556028,0.5504534,0.5467778,0.5433872,0.5419054,0.5444676,0.5500086,0.5594648,0.5731172,0.5889998,0.606683,0.6197052,0.6347208,0.6494438,0.666025,0.6812142,0.691123,0.6999852,0.7112582,0.7229106,0.7374938,0.7513934,0.7639494,0.7758092,0.7886608,0.7998276,0.8168972,0.8330838,Viura
0.301754,0.2950706,0.288814,0.2832114,0.278886,0.2759358,0.2741716,0.2735856,0.273672,0.2740148,0.276495,0.2800508,0.284401,0.2891058,0.2947756,0.3003346,0.3056614,0.3111832,0.3187544,0.3270922,0.3349144,0.3404186,0.342624,0.343409,0.342971,0.3420882,0.3422002,0.3447914,0.3509888,0.3630904,0.3864852,0.4288704,0.5016132,0.6175552,0.7715388,0.9352158,1.0570322,1.1177832,1.1408562,1.1461592,1.1404206,1.1261826,1.1064812,1.0833102,1.0555312,1.0258318,0.9932866,0.9606188,0.9285968,0.898569,0.8696916,0.8425174,0.8185928,0.7972976,0.7768846,0.757894,0.73882,0.7201064,0.7026094,0.6868258,0.672148,0.657672,0.644399,0.6319438,0.621156,0.6121288,0.6048534,0.5973978,0.591525,0.5864556,0.5806046,0.5751738,0.5693494,0.564406,0.5609686,0.557719,0.556935,0.5593322,0.564045,0.572671,0.5847754,0.5971606,0.6099916,0.6225844,0.6348652,0.6475496,0.6606336,0.6742844,0.6852104,0.6938016,0.705559,0.7188548,0.7329566,0.7477192,0.7613282,0.7735764,0.7916142,0.8044062,0.8176502,0.8362496,Grenache
0.3066022,0.2997328,0.293527,0.2877902,0.2836962,0.280579,0.27893,0.2784268,0.2787852,0.2789134,0.2813246,0.2848496,0.2895374,0.2945946,0.3005054,0.3058902,0.3109384,0.3166852,0.3242854,0.3326086,0.3400142,0.345377,0.3474804,0.3478344,0.347077,0.3460318,0.346146,0.3484494,0.3545322,0.3662044,0.3895256,0.4315222,0.503444,0.6180056,0.7691372,0.9299774,1.0496874,1.1103874,1.1344296,1.1402796,1.1353958,1.1219422,1.1040158,1.0813878,1.055123,1.0261726,0.9946488,0.963605,0.9315384,0.9021668,0.8737844,0.8475668,0.8238794,0.8028352,0.7825112,0.7634118,0.7450228,0.7267774,0.709366,0.6937026,0.6794688,0.6651104,0.6522528,0.6405408,0.629937,0.6210078,0.6132094,0.6060564,0.599615,0.5944504,0.5887354,0.5828436,0.5770858,0.571587,0.5680374,0.5651796,0.5640426,0.5668002,0.571182,0.5795344,0.5909642,0.6042272,0.618425,0.6297706,0.6431684,0.6565262,0.6697886,0.6837612,0.694048,0.7045466,0.7162798,0.730687,0.7439724,0.7587408,0.7715806,0.7852076,0.7996228,0.8125828,0.831121,0.8454192,Grenache
0.274523,0.268141,0.2625074,0.2572498,0.2532358,0.2504294,0.2486146,0.2477024,0.2475596,0.2477362,0.2497002,0.2528176,0.2566256,0.2609036,0.2664782,0.2716414,0.276558,0.282248,0.2897912,0.2985352,0.3062194,0.3117472,0.3142742,0.3150474,0.3143334,0.3136892,0.3140308,0.3167452,0.3230264,0.3351682,0.3589798,0.401298,0.4737922,0.586913,0.7334274,0.8833682,0.98807,1.0379634,1.057244,1.0619948,1.056503,1.0442528,1.0281754,1.0084224,0.9849224,0.9584994,0.9301938,0.9015296,0.8730062,0.8447282,0.8181414,0.7927702,0.7692368,0.7478088,0.7279654,0.708518,0.6901468,0.6717012,0.6541866,0.6383108,0.6233568,0.6087772,0.5954872,0.5830708,0.5716984,0.5623758,0.5545562,0.5475712,0.5414808,0.5368512,0.532176,0.5270596,0.52316,0.5192752,0.5166058,0.5142864,0.5145224,0.5165338,0.5212968,0.529125,0.5383216,0.5505906,0.5626792,0.5736,0.5861736,0.5984834,0.6118446,0.625179,0.6358324,0.6464108,0.6582174,0.671633,0.688229,0.7014208,0.7137606,0.7276792,0.7464546,0.7593148,0.7741246,0.7907358,Grenache
0.313001,0.3071628,0.301575,0.2963332,0.292434,0.2893946,0.2876392,0.2869558,0.2868162,0.2871196,0.2896906,0.293054,0.2974242,0.3020704,0.307822,0.3133152,0.3187988,0.3246398,0.3326412,0.3414896,0.3492672,0.355254,0.3575372,0.3583622,0.3578436,0.35695,0.3572382,0.3598976,0.3660348,0.3783788,0.4022688,0.4453782,0.5189382,0.6359262,0.7892862,0.9491694,1.0632938,1.1180138,1.1400356,1.1450342,1.1399888,1.1266126,1.1101882,1.0889874,1.0639744,1.0361302,1.0057976,0.9753294,0.9448626,0.9143904,0.8864208,0.8605938,0.8365946,0.8153322,0.7954242,0.775745,0.7574032,0.7386216,0.7214176,0.7053604,0.6904538,0.675971,0.6628698,0.650147,0.6388394,0.6295068,0.6217702,0.6146098,0.6086424,0.6035296,0.5981706,0.5925064,0.5872518,0.5821522,0.579518,0.5759284,0.5755724,0.5780912,0.5831008,0.5910622,0.6029018,0.6152522,0.6276202,0.6393008,0.651854,0.6651306,0.6776718,0.6910534,0.7008016,0.71139,0.7237112,0.736796,0.7499764,0.7647842,0.7779884,0.7912638,0.809912,0.8209634,0.8370568,0.8541928,Grenache
